episode,total_steps,total_reward,average_reward,minerals_collected,exploration_rate,epsilon,memory_size,loss_avg,timestamp
535,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:05:15.729762
536,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:05:25.927030
537,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:09:37.706866
538,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:10:18.915241
539,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:14:48.288083
540,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:18:59.409645
541,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:20:13.082100
542,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:20:26.714956
543,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:20:37.296227
544,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:21:17.222272
545,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:21:26.741612
546,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:25:05.347739
547,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:28:37.390485
548,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:28:48.293374
549,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:31:50.059678
550,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:32:05.680494
551,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:36:24.096157
552,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:39:05.506645
553,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:39:17.916317
554,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:43:55.688081
555,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:44:08.039565
556,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:44:18.044496
557,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:46:02.137947
558,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:46:13.213645
559,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:50:39.230391
560,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:51:12.137557
561,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:54:28.177086
562,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:57:54.237910
563,0,0,0,0,99.0,0.01,1000,0,2026-02-06T16:58:51.843546
